"expr_55"	"expr_58"	"expr_64"	"expr_67"	"expr_70"	"expr_73"	"expr_76"	"expr_79"	"expr_82"	"expr_85"	"expr_88"	"expr_91"	"expr_94"	"expr_97"	"expr_103"	"expr_106"	"expr_109"	"expr_115"	"expr_118"	"expr_121"	"expr_127"	"expr_130"	"expr_133"	"expr_136"	"expr_142"
"11_st"	0.437185466191025	0.103557978695371	0.684961735964004	1.21591461876965	0.707945869274681	0.504252390825066	-2.8322738354445	1.00223267946095	-1.24931397871854	-1.72467574994474	0.49198333244185	0.94518758133285	0.340179262542231	-0.0534009897229764	1.38196098309716	-0.205989942424849	-0.154224836010253	-1.01737584976089	1.96920464106951	0.737241307590797	-0.423160097643375	-1.57793418613203	-0.735617833764395	0.782414936078542	0.838002243389911
"12_st"	0.580414070762183	-0.436217270162827	-0.472927023836433	1.19026817328168	0.688988467069182	0.964628751436042	-0.00881902232591401	0.198281850834609	-2.63105978243385	0.140790717332907	0.639954620912961	0.0915467081364771	0.104331695596636	1.62425524063555	1.790775107554	-0.132033518812891	-0.411279092767102	0.0511104373462828	-0.941184929872468	0.368601254345929	0.510012215172605	-1.90810479860764	-0.0280564703261858	-0.807159829319299	-0.259272984014231
"13_st"	-0.96588938837975	0.671300548608425	1.66466007535973	0.250705067386796	-0.497936750518191	-2.55085434627824	-0.183149800144842	0.484585211902717	0.425841389364833	-1.35942885584543	0.571750178315804	0.716301741058449	-0.255060313710949	-0.200839989025749	-1.48719291140788	-1.31021641482242	0.175559569783473	-0.2482260744281	-1.2968606795809	-2.18164026765337	-0.869918614710645	0.276769940495167	0.228900872589922	0.784906940176206	0.113791859375567
"14_st"	1.12983988914751	0.757419228033399	0.205491011122696	1.25157739016604	-0.405380719988124	0.213663084727736	0.202228186380732	-0.528963105345804	0.181394501045078	-0.0893216414633126	0.316772886896184	-1.74357991747834	2.33660968673698	2.24910115601854	-1.21383385137736	0.717183004714186	0.125825136701712	1.9610173425232	-1.41616634124812	-1.21869708132885	0.905687189597966	-1.34761107802556	1.00340732541216	0.422797217033678	0.728942779126005
"15_st"	-0.532666745048293	-0.903128346512712	-0.370267557118161	-1.70081354239179	1.342942458145	0.853819698442536	-1.02099810432967	1.22048645079488	0.0996915606687973	-2.4721373990355	0.665016231832149	1.49456328221784	-0.870327742203083	2.28871953656688	-1.08982878103216	1.22856023984263	0.169481479706735	-0.621037259448051	0.61917504668672	0.365911893721765	1.84339482626328	1.24021567464203	0.0623333528169729	0.475993691298361	0.797022997969033
"16_st"	-0.935644563038746	-0.906506408902685	-1.95970019369516	0.511567086024702	-0.433533049856812	0.938543287993817	0.0224568428437101	-0.620875784389014	-0.115431711674187	1.71566975500192	-0.755790066871087	-1.99033633110276	-0.769643405135659	1.05711116334135	-0.466067878448015	-1.65585522371385	1.44083544970338	-0.59995400614631	0.213126544651777	-0.814258432286808	0.187150174414089	-0.603046614410715	0.746886271791667	0.434882324433587	-1.77577096590882
"17_st"	-1.148828671325	-1.49944851948191	-1.05972375016251	0.32683435578099	-1.04378326390131	-1.00821537255052	-0.433888582424231	0.454904229490374	0.764688996228085	0.372478236909837	-0.41880627048518	0.0303771198041329	-0.475808733827174	-0.99105249663129	-0.420355536945896	1.56542154609588	-0.0599719625254083	1.38470376394224	0.790100637152327	-1.15717258052744	2.3334748064076	0.129104868688449	1.45776300399488	0.013230705657761	1.17175823542776
"18_st"	-0.934973677051217	-0.487854926608596	-1.08452207565096	1.08596483331566	0.042839359619123	-0.779471651578078	0.105059849762389	-0.00543075274087253	-0.0677779538217154	-0.773395103561575	-0.121769754621769	-0.269722745090441	1.14133132221604	0.397019153670475	-1.6653783597171	0.698450111111738	-0.681395850172004	-0.597686140826345	0.967774686167999	-0.812246653159275	-1.22893515830207	1.56165327439061	-1.06896330037905	0.530521386047965	0.119978710779746
"19_st"	-0.465228354051444	0.479490450648122	0.195457859242463	0.297936985614038	0.573324097118421	-0.683249798338174	1.48149183921533	-0.0106559025502656	-1.42193022246936	1.14877286082115	-0.743707596238121	0.374662336715287	-1.71190727915486	0.160460985916265	0.345263813018942	0.668510929362939	0.532183022441013	0.877388375574588	-0.704510933230666	-1.50581025322228	-1.66749635253933	0.238943817073006	1.63286344708457	1.48829082266042	-0.925891929939505
"20_st"	-0.843633206846909	-0.411893372993137	1.05167532964757	0.955585629449195	-0.36696733031999	-0.62249172028742	0.00172199089415014	-0.262525436507271	-0.52293424135556	0.103529467185237	0.431537837384113	0.253106226162557	0.097351381204672	-1.95913348424657	-2.39844924410642	-0.477433060062434	-1.78351140705549	2.32362316663065	1.30462580207461	1.37042361994115	-0.0158719470089593	-0.172489900287588	0.729315372036288	-0.0172409045899257	0.910127008742336
"21_st"	0.744002666354569	0.955102901030571	0.92881538003482	-1.83743018403411	0.0182002588581832	-0.0691991967456448	0.0310699883829303	0.351869934513101	0.951762762730063	-0.991699238140581	-0.805368682272982	0.371685227657692	-0.289556398335982	1.04576562298638	-0.498160819833348	0.810637334383505	0.862926523411335	1.68209159480682	0.14429287511797	-0.574821410105682	1.54236198985292	-0.628557722601015	-0.835940216449643	-0.236777559199562	-1.74320549925292
"22_st"	-1.1136335483409	0.495264102983731	0.211052345020576	-0.335780342381697	0.728327266984003	-0.294137601171916	-0.924827247034433	1.08912356597783	2.65032540771501	0.308646057321746	0.793132116756796	-1.24113329394787	2.00645583491712	0.398581600345484	0.515449793755162	-0.252743954953386	1.15976782289843	-0.712460170986635	0.224339615136961	-1.30166501913251	-0.623617299208142	-1.07388196136321	0.303352226964336	-1.61924389932048	-1.93551821351285
"23_st"	0.128828852292476	2.83819577549557	-0.955421552285691	0.520450207218725	-1.05397984874391	0.53878560170376	-1.23007528247199	0.021356896667473	-0.942743445222461	0.970203456943718	0.131026242704492	1.42982884050754	-1.23584137850138	-1.3615791418442	0.970073567821542	0.599739316214359	0.103845243586503	1.72688657347115	0.122106881278226	-1.31299766666966	-2.33688681949435	0.90016469208673	0.375073278881429	0.0176018969678824	1.17730390217512
"24_st"	-1.2072413897563	-1.67540099858206	-0.0597460374104961	0.920351555606618	0.126047574074092	-0.204598963044013	-0.833314900516305	0.524907842289676	-0.510294902516904	-1.27543281835683	-0.732988409943896	0.498688153369812	0.689019412113014	-0.366941430988799	0.118782719153598	0.647282799683306	-0.26497596311125	-1.10603102652397	-0.791426353053105	-0.0422237880536348	-0.876268579864399	-0.704842315164247	1.66967105740714	1.96531606842444	0.562788731193295
"25_st"	0.652033066553226	0.741977654097046	0.785987634681855	-1.13593887694104	0.518482620375036	-1.14322476063765	-2.24990441071068	1.19197066775952	-0.0711214554190305	0.632512188616106	1.37109374429157	0.529149275337868	0.737927115313103	-0.0956786197980165	-1.46709248287791	1.83147417424897	-1.10034181770496	-1.14820687047273	0.816393888959463	-0.518279245934078	-1.29435673163622	-0.385681299939891	-0.388655174298991	1.12244702983398	1.60859805464755
"26_st"	-1.34674806469544	-1.89978783147624	0.117755112023898	-1.15846611916631	-0.191530586569652	0.255097040831672	-0.153580622721198	0.921486683661079	-0.145490822252082	-2.0203711921675	-1.04899354046309	-0.139779015523535	-0.350906542750663	-1.42419830826676	-0.877475620194928	0.231221207807871	-0.632244547724416	0.815154763671868	0.20478980208336	1.00378428562438	-0.437849587084189	1.00429486093686	-0.46985682887032	1.60623219538417	0.338838560238674
"27_st"	0.670776494513637	1.83056710196527	0.332848659637374	2.89027147261108	0.122244073723765	0.078811623004106	-0.862695828130325	-0.568893799092062	-1.88080173438853	0.00600210285959394	-0.207387333887094	1.16668848283898	1.50289505483005	-0.189791479533178	-1.01996762920854	-0.376753056705581	0.964436088251459	-0.213057363174271	0.205029339721238	-1.49873757130307	0.398718639948609	0.714681527775781	0.788888438492128	-0.607385609871132	-0.231740020494913
"28_st"	-1.42080566096728	-1.05564965986464	0.50119857921373	0.0335497549961958	-0.103192401393322	1.10925488589761	0.380040568770832	0.390963973762668	0.475719932913414	-1.4499376679901	-0.00489899343690559	0.179427184994413	-0.234422191758839	-0.3091509389061	0.863097626923438	0.406455441001315	-0.0406238703855965	-0.0481691378607128	2.60913887405997	1.3530292002356	0.152286191977615	-0.551160360375977	-1.02371443284387	-0.306691456137828	-0.515817218914327
"29_st"	-0.47217860876911	0.0191662044196821	2.80193884297078	0.399279997047513	-1.12697560216122	-1.05469832819332	0.840326995034236	-0.24801953217526	-0.330683903943673	-0.336712791887936	-1.4929644877326	-1.35674561363719	-0.15502020855696	-1.84417504496021	1.70233138216837	-0.3624425769384	-0.483145796732332	0.891453434533347	0.633750716982254	1.0311162393575	2.07040146628089	1.08221020790429	0.00788291297526465	0.742499703880994	1.50240079531755
"30_st"	-1.69401234882596	0.391039211474351	-0.975183736594022	-0.93442715489599	-0.441448225095081	-0.613304477487561	1.31076225229991	0.0453260164403864	1.34553119372189	-1.60174981940618	1.41260433404214	0.462098947250747	-1.24604797977748	0.418329475178345	1.46606668125119	2.19577483447758	-1.04642083164276	-1.37612263621803	1.22356518853843	-2.75149727047145	-0.599611599632888	-0.505683289084963	-1.82244523955037	0.128427202564877	-1.92707963906261
"31_st"	-1.04475525979057	-1.09026896468121	-1.81989930940121	0.225809107647858	0.785780667523646	-0.436161023599671	-0.937239297652986	1.09642556006032	-0.0258092233145255	1.00546672692597	-0.573849389731527	-0.475322967367387	0.986185375765976	0.624743116036491	-0.202104353930308	-0.084497861782442	-0.416778758501582	-0.829516208894794	-0.394759728749791	-0.489645460477308	1.21184047734256	0.336514969290638	1.17276673221526	-0.674075723541453	-0.783747143124736
"32_st"	-0.351102834816198	-0.8626943807059	0.44867834742764	-1.69401983527324	-1.01453501820721	0.699368010279442	-0.586845997736682	0.992924246036406	-0.21354012433291	-0.0314157118939281	-0.939000056892653	-0.382390561853187	-1.13811035315146	1.10150328331566	0.798182984103847	-0.383805619318451	1.35401247635653	1.56030628509762	-2.43144557921128	0.500061702598006	-0.268273975039712	0.455296803369106	-0.424309998613868	1.93430025044771	-1.42316981507797
"33_st"	2.88441227528189	-0.853211077232565	0.808019748844329	-1.28851416306756	0.629565135360757	-0.255903219747816	-1.69197298123832	0.658961621722408	-0.906203298424056	-0.0606990725876941	-0.835330429232536	-0.146216130211554	1.26413891375497	0.180229472517454	-2.27017809628905	-0.694272827899665	-0.750547554747373	-1.91448144858091	-0.550300407764917	-0.225344022843952	-2.49238758387569	-1.08019292384151	0.262863116181088	-0.82158960645077	0.251389477968046
"34_st"	0.329823326161164	0.892650865803061	-1.79244608880545	-0.659616114981127	0.118627152419718	1.4477357828763	-0.716948331246995	-0.978045173976427	0.28561445503299	1.36079371187599	0.556296534672248	0.17550002999122	-1.62599938770583	0.142187376473189	-1.25441452872799	0.0880721333740185	-0.535839451121829	0.545262306414423	0.900515471556151	-0.0497349153115896	-0.0557959059973258	0.126158743241207	-0.247053104405522	1.55936025273035	-2.27717218490124
"35_st"	-1.40530667946521	1.35373548286748	0.0997150340209615	-1.25197096796016	-0.71765041911035	-0.948343001068979	-0.0446811930762371	0.448724946810333	-1.15734684625022	-0.45940534190009	-0.331308883402855	0.111162192463819	-1.7906360107359	0.265212162468106	1.13722811529417	0.0230867807340728	-0.619048035818593	-1.90626670335618	-1.15078242208095	0.492429667928008	-0.872589540916073	-2.12056766499746	1.20286052166321	0.732371342900257	-1.72631089460355
"36_st"	-0.974849503096757	0.169079143166604	-1.21299678620828	1.99161224716645	-2.08097370894412	-0.417055799210189	-1.04633751160438	0.985270290782901	0.286569452373499	1.29203240771153	-0.598738217076855	0.833601831150127	-0.757559487445853	0.591798560632249	1.01082174811524	1.0147769411164	-1.80957456101311	-0.87999478499283	-1.50201838741503	0.764595381698748	0.837814413416549	-0.186458087908194	0.401327597879811	0.240489504038439	-0.132586048254798
"37_st"	-0.247488057212945	0.911843218262706	1.00225872239385	-1.03462589963391	1.60547554451253	-0.306546395608683	-0.780370951280413	0.717414900476634	-1.68978501305764	0.897166247079943	-0.0772294523411861	-1.35044399029234	-1.31844629093332	0.0483321380687244	-0.84666415939363	-0.0311659591368126	-0.442901460539131	-0.128688181554178	-1.11374688719683	-0.0467155997028054	-0.831330613137319	1.30925982353064	-1.60880259826266	1.07456584225467	0.616348943091658
"38_st"	-1.4213524563107	-2.41071702543975	1.48427927848284	0.020330600984622	0.367958573659053	0.373465389707417	-0.37884160176432	-1.96366193854199	0.22698882925064	1.07218969186683	0.0656138038330881	0.721832693177085	0.322504124192066	-0.213397447506482	-0.091046808138515	-0.605534590934336	-0.720157233044604	1.05004404461456	0.851974667638406	-0.286581989569713	1.18810927131094	-1.98276704153092	0.80147651407518	-1.3866244662241	-1.2906460528629
"39_st"	0.779128910334301	-0.89725232678686	-1.83277021987767	-0.280815815510042	-0.159409482223513	-0.495264753657607	-1.01826669438135	1.48766025244537	-0.830937212604065	-0.988195808968473	0.866792959424745	1.60330157226395	0.0377582530459438	0.132384398077792	-0.461061276601325	-0.676172275105405	-0.431381303667661	-1.15955742825151	1.62491011420501	0.0157082963259715	-1.3459871285798	2.27315173809193	0.12201382008204	0.747056967517687	-0.94888585119465
"40_st"	0.365596699121651	-0.134646620000735	-0.890021056425854	-0.896657130189194	-2.15343861171778	0.891198707301993	-2.21498197615252	1.16933991602381	-0.375863739395927	0.396393508801519	0.173172159659428	1.45199978726471	-0.336440045903474	-0.151070097992031	-1.1504712133167	-0.0920287060244269	0.333741339745167	0.458821321645465	-0.743027632619133	0.610912089657096	1.10999689910476	1.14444715599344	-1.12361225055989	0.563732043758851	-0.366166721532096
"41_st"	-1.17933038556548	-0.0979167406659831	-0.807555132313598	0.21440449538104	0.227288191578652	0.31531555159216	1.23550479989739	1.52243926304087	0.225982543114113	0.755027770703267	0.140561385782497	0.60281206256801	0.697680404533703	-1.12717414799806	-0.234489539852208	-0.00369018023813129	-0.133065057880502	-0.530359128701721	-0.247597551753308	0.163710143217938	-0.407126847452218	-1.96584211660615	-1.12860291936678	-0.677198633754641	-2.07349449997629
"42_st"	-0.261260131804528	-0.173407290559567	0.680609033575764	0.69053202686779	0.554945787573022	0.0176412439861623	0.130543605041928	-1.34849687677086	0.0654835523222697	-2.01422535602462	-0.238164555526478	2.35152687065615	-0.396030987998966	0.870673463899208	0.896631631850156	-0.88873750043883	1.28928731949484	-1.15415262995973	0.133825139588527	-0.642675876729655	0.809947632921228	-1.62654784956378	-2.64383366161932	1.34457030268834	0.13152708280528
"43_st"	0.429441006322482	-0.395334829425564	0.508156824888351	-1.56892462194391	-0.842644707399641	-0.708995007896051	1.33335209970108	-0.793810894595727	-1.92146180246165	-0.785541209906494	0.709671448711194	-0.369902735094178	-1.03890054797958	-0.818911126304582	1.65334490103127	-0.62714977483022	0.311697629911744	-0.49101109991185	1.77729081411994	0.774635059882477	1.64107426408817	0.737406782738227	-0.786831578305272	-0.837031461662341	-0.695603609812728
"44_st"	-1.04653656897248	0.561070386095953	1.4802651363519	0.73361810846957	-0.514389432497702	0.626453965195245	0.315002439691516	-0.121620830734674	1.26710766596252	-1.84096709062593	0.096080537046704	0.54478333527279	-1.20174821137548	-1.32415120888049	-0.10998211711556	0.00241971063716948	-1.63911032069333	0.0462025876559398	-1.49677527095373	0.283063827292658	-0.617320023478328	-0.697898749114792	-0.380709068267373	0.507429010290187	0.636102682272694
"45_st"	-0.764707597801322	0.571308568944497	-1.91041704732464	0.0295001859327984	-0.363312541788057	-0.143523481500439	-1.40383203961948	-0.456180922564589	-0.323404919799398	0.524847666416214	-0.506047422486302	-0.782126007564382	0.736657350139548	0.106522975204327	1.18792974386501	0.0907718968655011	-0.462070949699197	0.372429910572316	-0.187520877077816	1.85612579183109	-0.11732708299958	1.15391396283869	-0.503422021286561	1.14446080827677	-0.566697841736478
"46_st"	0.97296438021396	1.06976451298309	0.219351651440816	1.14597670409259	1.1823755610863	-1.10699485505219	-1.72958287566803	0.544046950873231	-1.19988530674615	-0.342328821056562	0.032265633372927	-0.847635560771293	0.192152747850904	0.149843029976614	-1.45350378022741	-0.343179902699437	-2.05776890217183	0.273613586201685	1.09639631945775	-1.17261408217941	1.3915010210576	0.289367083891033	-1.7852377285195	-2.14087837233644	0.363282472701404
"47_st"	0.0456982988570405	1.15912953102106	1.33682483845038	-0.136442627900764	-0.711790620917109	1.13270113399319	-0.623960599688892	-0.629972286754156	-0.482686596642391	0.517470411883208	-0.631828877876764	-1.2944304112851	-1.6677855412358	0.582548842470448	-0.153593858490664	0.957669365144788	-1.35792087999614	1.07790749003685	0.997875521890337	-0.747056663337015	-0.717564676478601	1.7629528353644	-1.93264927454721	-0.627646743605312	0.785206419670677
"48_st"	0.247959456834453	0.286760651874148	0.628203148846207	-0.643610356673683	0.66142486660389	0.402781590497633	2.79722651306136	-0.348102451489889	1.57407719299617	0.358705086948333	-1.34001243670762	-1.97824480534245	-0.407007923684775	0.350351583102912	1.11185717336596	-2.0163786836831	1.07695995669058	1.06636113391942	0.592982978302173	1.17147248115196	-0.204345479793964	-2.89604486546109	1.01533355902707	-0.247742184774075	0.775762391145144
"49_st"	0.713107579590699	-0.809419820238872	-1.78176986394736	1.13033336677938	0.134460453035293	2.23645396971444	0.922376349385494	0.142297941780792	0.314046849075321	0.777908764581718	-1.39347605528854	-0.0511410650376235	0.706752947841747	-0.792060850153379	-0.395856140224365	0.113249997061225	-0.494116396839281	-0.994719525955232	-0.777367211038035	0.0507951552819081	-0.922811555627665	1.11621458417497	0.295548740812713	1.67492692352431	0.821879505828444
"50_st"	0.512579720815048	0.936074432583662	-0.296103615694957	-0.912039908693015	1.06812185798869	-0.682683080224611	0.21573242359206	0.90373102069066	-0.438690371255787	0.332150638794957	0.718669781813423	0.823300630115239	-0.126603991668448	-0.945007525541862	1.55506704117664	-1.4516795063593	-0.136407573505071	-1.7621306224794	-0.803922691863726	-0.464117378866836	0.923756347459205	-0.218666893638954	0.0548289234516557	2.3630185540196	-0.0397356776311752
"51_st"	2.34375787526748	1.3494405432374	1.83795667782449	-1.03357388550499	0.101373421745543	0.0538819157219912	0.690797560889804	-0.904052157074759	-1.60631422884845	0.670796289456041	1.96819086333282	-0.698243395416457	-0.532986289841431	-0.389020879257911	-0.00512008195442802	-0.58482920231092	-0.249625708892534	-0.899086781846926	-0.545780422111693	0.0378917155892636	-0.735449203566091	-1.29547436890927	1.54933856876308	0.590738629547731	0.146493105821938
"52_st"	0.144054596009992	0.321532065488588	-0.883712745722299	-1.21946054325353	-0.36465871310406	1.04983783145745	-0.487172712482454	-0.529536110672259	0.385130441962138	0.2011607900072	0.369745453663263	-1.17965207958102	-0.0185192939341675	1.45740551137761	0.477355982691947	1.02169521365559	2.48729718663452	1.57576753402202	-0.734990893588076	-0.635078517975161	0.171595189757824	-0.583893382994886	0.715788018427171	1.12651597659965	-0.249207705043098
"53_st"	0.203235143011275	-2.56064760847751	-0.01921385970538	2.2288295474274	-0.484811444006459	0.192536299426496	0.45096080124015	-0.906963337109976	1.0875443225024	-1.38911337681488	0.038421388699412	-0.134619818420863	0.243568336558059	0.867503984234651	-0.655078906673644	-0.666592321222506	-0.629306779379471	-0.386645048797879	-0.424369939829823	0.0508570177587073	0.0692027564234822	-0.346431549253483	0.00429135744959955	0.840216219218211	-0.616188018479422
"54_st"	2.10927536540193	-0.186582927542586	2.27854036377188	1.47611689080167	-0.458565414912072	-0.0206168360996286	0.744296557498166	0.565305406878288	0.544799700250755	0.34546236843019	-1.62082547039888	1.2970080063888	1.74948111314198	1.1116752722527	-0.367372263712839	0.742745272873695	1.07745141496408	-0.368638760927528	-0.737010772666868	-0.963167432363227	1.09053710605177	-0.61681151645919	-0.0168538332351514	1.36837418754777	-0.560902649345072
"55_st"	-0.41744440752678	2.03600201712045	0.716940807944626	-0.0755667499505682	0.753501932498263	1.33058052033024	-0.536129164427846	-2.25408026906088	0.64283034063674	1.67244500864295	0.685819679663676	0.185604790564822	-1.91692786512109	-0.0546900471194925	-1.22708720837617	1.95113762283018	0.863752406413113	0.65187582466627	-1.55326171852821	-1.55497838351369	0.444750932993041	-1.25728401814243	-0.0764631797370907	0.470366016954414	0.978726974904853
"56_st"	-0.249641198404417	0.00165960203315275	0.846018821763258	0.214505721952089	0.291116774541966	-0.999613899673008	0.594602730599483	1.02700155154583	0.251987483895432	0.816723977143008	-0.832203938187914	1.50274767496861	0.410676108777795	-0.507083175305138	0.443519908759914	-0.522303308702575	-0.196320325860073	0.601674703695004	0.950776690438537	-0.459791299487893	1.28015917717944	-1.22230821092763	0.511436841534933	-0.880970010871339	0.360478249837053
"57_st"	-0.982368547436976	0.707990912800088	-0.930734332498689	0.0848990090702957	-0.617632433739178	-3.07359774835289	-0.582887219012515	1.18962712988517	-1.0820726943918	1.63152416292146	-0.648185127569002	-0.690895448577369	0.70825078827007	0.287459231727938	-0.810676526821943	-1.06060273550916	-0.514925809282412	-0.171463463634266	0.903162623596561	-1.55664443392597	-0.0662536221429179	-0.194670902443846	-1.71000969697626	-1.03862253415812	0.675299667571838
"58_st"	-0.876518595095447	1.98182789727786	-2.08111289168366	0.0305827367922603	0.249667667730016	-0.185235945148644	1.34862974641399	0.943887238595703	-2.26711523487415	-0.781948084091525	1.14228671366839	1.94194126519682	-0.166335604244942	0.181278890874089	-1.62514294392004	-0.305810697117396	0.829738126902475	-0.847092133288741	0.650830212632532	1.96198863866898	-2.01245901505127	-0.864450097201295	2.95705241772925	0.534011943904035	-0.623376030622261
"59_st"	-0.851509300229976	0.0396191809531202	0.624402738077169	-2.56183871985122	1.50586265804666	-0.604947838456065	0.183723585243247	-0.475296015198416	-0.550447760383502	0.481609419786244	-0.902804140528573	-0.681001075511328	-1.26476236082462	-1.02978624903845	-0.916294582135834	-0.795092625813148	0.756803786650473	1.29173670530834	2.87522421519361	-0.465201650152177	-1.32325231423084	0.569110269615772	1.90832645284421	-0.0988939339355172	1.14274112114784
"60_st"	0.287101252827725	-0.244320482375821	0.478518824667956	0.335142997507506	0.993271166483169	0.935743863797307	1.59802097009749	0.100053038973573	-0.936429159079907	-0.353778134403415	-0.306900471371121	-0.475771744591447	1.04455764846117	0.597516236829744	-1.01035987096817	0.0236650196151556	-0.1947218220522	-2.53265471149735	1.63238535224847	0.0436026398487885	0.401301265059872	0.839769675730338	1.67539548616847	0.0202935763018923	2.40277920985456
"61_st"	-0.877886756571125	1.27282128976038	-2.63359644952892	0.580074559046875	-0.945458947605892	-0.635739432351405	-1.49377749486291	0.470359543077533	-0.726505169282725	0.0495269752595077	1.16393583784162	0.170358060824851	0.380024348249117	0.196106862056989	-1.04309560759464	0.0364437789631301	-1.84479109494549	0.731080932698204	0.273483462588933	-0.333564524762153	0.215055313867818	-0.0423266947060882	0.0396468569711636	0.580159933731819	-0.893002792489666
"62_st"	0.0149284388768281	-1.32692649998454	-0.637699433971413	-1.20026209294799	-0.787298370809296	-0.911515037794287	0.711791648230984	1.32258695714094	-2.39046836114851	0.711500332194226	0.762211330739195	-1.25366665539083	1.17588071470853	0.688219178280623	0.525817654163528	0.0306805485456021	-0.518338922802458	0.927548596051057	1.96895186274597	-1.56663072405968	0.319072627525012	0.173244510094027	-0.367730485010375	-0.108872697864295	0.894145521503557
